,channel_AF3_app_entropy,arousal,valence,dominance,liking,subject,channel_F3_app_entropy,channel_F7_app_entropy,channel_FC5_app_entropy,channel_T7_app_entropy,channel_P7_app_entropy,channel_O1_app_entropy,channel_O2_app_entropy,channel_P8_app_entropy,channel_T8_app_entropy,channel_FC6_app_entropy,channel_F8_app_entropy,channel_F4_app_entropy,channel_AF4_app_entropy
0,1.210774004274609,5.86,4.45,5.82,6.01,s10,1.2717436371772242,1.1618054201815569,0.8615151134172514,0.9620279362684969,1.5541363000535635,1.2469992880647163,0.18202543533063187,1.321065622157266,1.2501501799190486,1.2334844597761356,1.650855567222318,1.4630041702737588,1.2699968913493564
0,1.5956633467390149,7.01,5.91,6.01,6.86,s10,1.6804799794075223,1.6405642880628917,1.1934409035191322,1.3400166051479192,1.6842895769703459,1.570786340988815,0.4281481075013205,1.5010100612495725,1.6900278384450695,1.6645075155476237,1.7438205555014337,1.6900938476606138,1.6880097584715443
0,1.4618966640680284,7.24,6.23,8.13,7.9,s10,1.6083399457708856,1.5317346458520271,0.918205949839324,1.1745929924514922,1.6273963873325519,1.4966490191529802,0.5802710609068438,1.4730854855074447,1.7345683344342193,1.6475934107134345,1.90323706514938,1.8037134915672848,1.728699877123983
0,1.6689204838355138,7.1,6.0,6.82,6.85,s10,1.721421707633426,1.6921759161937766,1.2608461735340009,1.474230006323472,1.7645200067423845,1.6691850186951935,0.7017090123878735,1.5647432051964483,1.720890977858481,1.715384526706928,1.9144582845130307,1.8019240822071003,1.7342933353177994
0,1.8234000533113148,8.96,7.58,4.95,7.09,s10,1.8494829500823506,1.8629521474850925,1.636454164008506,1.7580657277459641,1.8704487559807497,1.8152923425192231,0.9947521248354212,1.786254135319897,1.8219467039350645,1.8379617356202722,1.9530577221305752,1.8454164817698873,1.8490132287417387
0,1.3716615941459067,5.68,4.05,6.05,6.22,s10,1.412754727357258,1.3163704415238167,0.8301814478244367,1.0397377336860925,1.5206409003960757,1.3119021201697252,0.10383008534440696,1.4075034287273915,1.4636268839792121,1.4034423236032967,1.6566513296978425,1.501176225770509,1.4623109417616451
0,1.5272128531277729,7.56,6.21,7.59,7.27,s10,1.5964583961725256,1.581035410815586,1.1491752234833883,1.3545788704451196,1.696050315526632,1.5280946221136644,0.36498902294333924,1.5015677170310915,1.6101298946741625,1.5927159994724316,1.8908797299100577,1.7049570697867047,1.6151384641054172
0,1.254363302448997,5.94,6.0,6.14,6.23,s10,1.359929737430067,1.270093136032783,0.8989811525555327,1.0309585006672677,1.3902735406864468,1.2482438777033185,0.4208214786971376,1.3455616090723046,1.3833484420545403,1.3413705980337554,1.683311090737294,1.4301537246367868,1.408594567698021
0,1.6942163033982105,8.99,7.14,7.09,9.0,s10,1.7182052812765969,1.722292780520016,1.36161667826841,1.5184410442729637,1.7368539235920224,1.662569147211518,0.6637986823683693,1.646714398390472,1.7305248894856815,1.710521970771815,1.94884155281017,1.802072048519836,1.7321668807189265
0,1.5797479051759078,5.37,4.37,3.95,6.65,s10,1.6786567421446144,1.646580818567911,1.1474352250868884,1.3609297802302591,1.6825564540822677,1.5775611740040656,0.5069290183883903,1.5041104843923283,1.7185908747259528,1.6714574050166986,1.8961689620703828,1.8012827409660828,1.722695407826805
0,1.3724734903204556,6.72,3.64,4.67,6.08,s10,1.413118233100862,1.30320717156305,0.9118781310623905,1.0372756518409054,1.6112058686114135,1.2860998297923039,0.19223953060421195,1.3312932190262652,1.3788355649842639,1.3265328147592022,1.8112123480648181,1.674396273178008,1.403941413913068
0,1.3770174260170602,8.81,4.91,5.9,7.97,s10,1.3850168871248858,1.318332161138637,0.8668370734134028,1.0433266258685387,1.636145445640743,1.3310273314112027,0.30462790952455876,1.372440798576215,1.3561000960875735,1.3400397917928912,1.8169376937890611,1.581378823087693,1.3969354305870922
0,1.452143293629037,5.31,2.88,3.85,5.04,s10,1.4260832606225264,1.335393279186098,1.1371863157858635,1.186744226989505,1.5391224391715115,1.3080357305255563,0.18809492541242134,1.473036826064423,1.2515698987050992,1.299773213903595,1.7751885928352396,1.7025784456211523,1.3176539127513824
0,1.2056687235038712,3.85,2.83,2.99,4.09,s10,1.310949457062144,1.1367898372174454,0.8009129040090506,0.889338919749254,1.353083948386908,1.152695349896562,0.2807451735169533,1.3248963642566234,1.3772990669361538,1.2855067102011186,1.1693000469062937,1.0819257791020815,1.373430559839036
0,1.119943960079143,4.95,3.96,4.22,6.17,s10,1.1842206202201715,1.1159113119459216,0.7998559580755393,0.8959285139892654,1.5205926474809792,1.1682613213856747,0.17333772944210812,1.2612847728027252,1.1791870705744047,1.1666180950276104,1.6485182553481446,1.4336304968037048,1.2255520024972042
0,1.5998684414371342,7.31,3.44,5.18,8.12,s10,1.6982067387594588,1.5843680217999596,1.0441197452920852,1.2170173241520277,1.752757288448791,1.547702557187546,0.33540895886814326,1.4179945030478929,1.825383167943908,1.710146592006156,1.9052282573985408,1.819371266693997,1.769832745530631
0,1.521139245926363,7.82,5.19,6.01,7.82,s10,1.5330385518826413,1.528500049667214,1.1687136763836246,1.2982493729278297,1.6954283099563217,1.46233985462487,0.3240877096393202,1.4769310653721908,1.4539531587929502,1.4844335110101676,1.8486298825129595,1.640673501585435,1.4766203952445798
0,1.5565020601263435,5.58,3.26,3.76,5.77,s10,1.5537971287040682,1.46273075199705,1.3067640405799401,1.3457534039600323,1.6416164996636171,1.4391485056067799,0.2793513312079212,1.5485198518894276,1.3924612361039381,1.4289283721968356,1.8161706691024468,1.778320060008923,1.4505504276854948
0,1.4477890264107187,2.97,5.22,2.85,6.0,s10,1.6179446579087289,1.4855014387433787,1.0243015095669028,1.206651667917599,1.656217676176734,1.4797948336033548,0.41383268839704623,1.3534397126097493,1.6941130860925657,1.6149616731207477,1.8783699449911646,1.8128170619415807,1.6466018285244788
0,1.4871863123372555,4.24,2.96,4.04,3.35,s10,1.4755368565399292,1.3757856695735047,1.0692695718448326,1.1658887793804125,1.6960565775554777,1.3783266610885616,0.24095251640128135,1.3833369313351187,1.4137027074882202,1.3945779353134804,1.8409027760317382,1.7245487310531091,1.461646745785953
0,1.202349397464182,2.87,4.24,3.21,5.44,s10,1.3191882861985125,1.1870705470140912,0.8311009233757751,0.9227552791844,1.5514263179592014,1.2248342550587794,0.12571990790009657,1.2023381495878227,1.3723192800197475,1.2884883212654965,1.7357866237856259,1.6205084304912,1.360532211729148
0,1.6884499194508331,6.82,2.03,6.05,1.73,s10,1.7253303380421796,1.7527833813876548,1.4687496834442797,1.5932183987014028,1.7520955478314022,1.6976135221766535,0.6677733095432932,1.695066569496726,1.6823016656885041,1.6962415653531702,1.9360483316665595,1.7019439539537187,1.7111101485294142
0,1.4461111095331236,1.92,4.01,3.17,7.18,s10,1.4254668180058347,1.314265253980785,1.1201714822907847,1.1525178451167895,1.4754122452145788,1.2830526367758726,0.22351596590264444,1.4196504915373014,1.415875872783929,1.362262844122601,1.7335255844742603,1.6967177652500354,1.4660476783041356
0,1.4393043861734989,4.95,1.68,5.1,5.96,s10,1.4822980134321533,1.3230835082924832,0.9968841182507515,1.0787033639041748,1.649871467989537,1.324230072482088,0.1438883546882037,1.3907700623086572,1.3744104556261392,1.3322255545474433,1.8301376810498144,1.7302362195263674,1.417615388802687
0,1.3160062027359785,4.94,2.97,5.05,5.1,s10,1.3780514368287,1.2637762423408474,1.0289843600250812,1.0845859904996957,1.5840367025767934,1.2972798443932385,0.24762358662425532,1.3665394558285158,1.3245436368577956,1.3105322623597675,1.7340958274464917,1.656672009234856,1.3802439831185302
0,1.502619611524998,4.31,3.87,4.5,6.29,s10,1.5007170830338588,1.432203236845797,1.0554223642491842,1.156077520749617,1.5374752128709899,1.426165722496434,0.1094396158886628,1.5517004115958373,1.4967538803075797,1.4709783463281045,1.792654243969812,1.7502404987629303,1.4952768859422707
0,1.2922523677119728,3.94,2.97,5.04,5.47,s10,1.3677870790544207,1.260231196547752,1.0130467698199932,1.0556548154616405,1.5494238207768927,1.2548507327377152,0.1919031935595359,1.3534613950041456,1.3652139021073233,1.3107229965720038,1.7116063012682439,1.622558886388501,1.3864753442434186
0,1.3363634593756495,2.64,5.04,3.18,4.99,s10,1.3708532378323217,1.2779968358497489,0.9480831826807297,1.0337396032454622,1.3715707753060267,1.2575771674500116,0.1846625613380959,1.500229704581609,1.4469958075576344,1.3658353846994404,1.6939694055401402,1.5816854463671248,1.4569260049458026
0,1.1938755187905015,4.15,5.49,3.6,5.53,s10,1.3269239412641354,1.2165403205099987,0.8426127014973952,0.9536380044617152,1.6811959639504757,1.3303123800465704,0.26807776822296114,1.2672963786184495,1.4257145524750094,1.3311093362047712,1.7259208042894914,1.5901533256227647,1.4317928666315631
0,1.5150616813781461,5.96,7.47,9.0,6.44,s10,1.592865355701531,1.586745405632307,1.2009855621744698,1.3767098598661631,1.7373943103396101,1.5552780700489133,0.42959214716852356,1.60490882063011,1.6022016283151466,1.5727082489457418,1.898603168708874,1.6651383296607127,1.6347756702325613
0,1.3609932781489449,4.94,5.73,5.03,4.88,s10,1.3829020290452165,1.283583624972397,0.9661282652398193,1.0489444379892157,1.4261860414039296,1.2649596943481565,0.3005698770938552,1.5169176786628782,1.3560712057232758,1.3299850355787455,1.7911191846734233,1.672885434688772,1.3687688872957655
0,1.2801513047203712,3.91,5.95,5.04,4.1,s10,1.391217429883525,1.2510297825938967,0.8004654308327859,0.9417388771952284,1.555874071475932,1.3013851410049133,0.3319226971649467,1.320730530770815,1.524858868756176,1.4215321060125699,1.810207281176953,1.647794023976755,1.520984334663111
0,1.4133424043260523,1.38,5.97,5.97,4.1,s10,1.4986913718407728,1.3398506153727143,1.0660272236079034,1.1303710885974723,1.4989190942500086,1.3038111619664479,0.19417933883180982,1.5365304721378963,1.4158067340560865,1.3630725197521105,1.7795303614983604,1.690004444507096,1.4623531293822691
0,1.4107503242419877,2.17,6.18,4.26,3.01,s10,1.442164559102865,1.3282405038906662,1.0922810268723286,1.128519985832491,1.4580922309615003,1.275530623191122,0.20805268910805497,1.5001029410926723,1.381837285949723,1.3301290528329615,1.7762909900542612,1.7088202728815993,1.4342312689992505
0,1.3877405251538986,2.92,6.26,4.78,3.04,s10,1.3939146704074932,1.3558802040958042,1.0025557811479335,1.1164558041366237,1.5559704712135023,1.3492935071128778,0.21200646512207522,1.545425384997619,1.3517897429242898,1.3214438884971047,1.798777576278721,1.610748665217482,1.4053945882418843
0,1.3592820362018476,1.91,5.46,2.97,3.23,s10,1.3688893074299493,1.386298511788293,1.181541822407433,1.2582815656985042,1.498357617734059,1.3615186715480712,0.2486254123200058,1.5737915234837447,1.278983219916685,1.3086555935766313,1.6951169657936003,1.439708436731511,1.3128758756918426
0,1.4088380466158288,2.17,6.21,6.21,3.87,s10,1.488102292066718,1.3455321458904774,1.0226455009538888,1.1240739021426496,1.5430238272914432,1.3195909676660125,0.24165012891364857,1.4263336325372076,1.4397312392675046,1.3879536022982162,1.8122515686274205,1.7035036608836238,1.462688555180049
0,1.3077204652482175,5.78,6.15,7.04,6.44,s10,1.4503493762836515,1.3515194978159095,0.9002511649197844,1.0650637647696706,1.4450165754554871,1.3411064639658443,0.3320394349483018,1.3338306615649982,1.5099472283810584,1.4761195407345196,1.7570529121460874,1.5948363148887221,1.5115211539213536
0,1.5327138653097787,6.27,4.03,7.41,6.5,s11,1.4550530355806868,1.4899316801801201,1.4846709890748633,1.3843945247134424,1.4775349709531533,1.472962266494792,0.22057717098580953,1.4442002471712176,1.4506375473569078,1.3976021123868518,1.3965736730561993,1.4106953560657969,1.4864728862062826
0,1.3793190578000694,5.67,3.86,6.03,5.63,s11,1.319069160837664,1.3829372410975136,1.3769480069123348,1.336655762590131,1.3371665313233385,1.3299847440679375,0.23865552801224554,1.302562955794233,1.3108345918652073,1.2781690868646818,1.2874592307635604,1.289482959980723,1.3445607566118567
0,1.6334387496407379,7.41,5.21,7.45,6.27,s11,1.548362696987399,1.6360700319367067,1.6099686745420927,1.6780459565367005,1.5296043592800275,1.5167491608365755,0.2031621870932181,1.5141363765750753,1.5257841263585048,1.5349075786939577,1.564025093047487,1.5317134885922608,1.5202470781015252
0,1.305642391649232,7.65,6.53,8.27,7.06,s11,1.258969479764747,1.2813309491514535,1.2764882244037343,1.2622219409092366,1.2834633424787034,1.2821955337268371,0.23310946007495348,1.2645013323611547,1.254862965015449,1.2561764195605072,1.276270173736758,1.2445649402981092,1.266464181739007
0,1.6077876583032356,7.41,6.4,7.55,6.68,s11,1.5058121914643343,1.5565273846518743,1.5737611390393687,1.3665873855793156,1.5152062752979454,1.530705780407041,0.25443954597553775,1.4838094506971626,1.4991351156136203,1.417598058213649,1.431731743669265,1.4344203904912334,1.5640636903683203
0,1.4000299773328018,5.32,5.38,5.27,2.78,s11,1.3212503078265776,1.453215207039448,1.403046711244826,1.7276916082059737,1.3383159219269598,1.3134228653881723,0.2692315746587486,1.3045204977996216,1.334427849392973,1.375517213440399,1.4023135867327299,1.3478553375406217,1.3183200625280858
0,1.2828440991319559,6.37,4.72,5.13,6.22,s11,1.2076250066993799,1.2248404356326152,1.253313810845985,1.5376992278832433,1.221265282548032,1.2123965729017243,0.2054133099445017,1.1996831471370508,1.1951924249639871,1.1906844550733835,1.1938373223528655,1.1895329896634061,1.2096794992765765
0,1.2036551986559436,6.26,6.14,7.54,6.1,s11,1.1649813351806486,1.1901272399286684,1.1894183880672076,1.1472244696524636,1.189335662497958,1.1963417115321362,0.20805987881217014,1.1689289034264467,1.1601380760841735,1.1495626424574685,1.1651023839187293,1.1493718658218541,1.1759559775381199
0,1.6055096014406178,7.04,6.42,8.31,8.32,s11,1.455927274624464,1.5818782759112118,1.5686158547694342,1.7040283745499263,1.4673207569963598,1.464001260786393,0.23776869123889854,1.4241124869209143,1.4404816046674886,1.3895828986762875,1.4149578614571952,1.394022591903017,1.482846035066442
0,1.5743401672734048,6.53,1.29,8.41,2.36,s11,1.4862839597439543,1.5894890272135545,1.5573857437555367,1.5171926349711287,1.4780519686705098,1.4814131790481109,0.28459260996825453,1.4516108093731401,1.469490674646802,1.4160502655361182,1.4333525106585574,1.4292898345126024,1.4819073048493414
0,1.5864110731120813,7.32,2.74,6.86,5.19,s11,1.4603071051456666,1.6183490208018787,1.5780754416313587,1.6485994116988225,1.4727584229254211,1.4639074978755366,0.38061086549722667,1.416429191408811,1.4482661721445478,1.384586338265736,1.4331193256958965,1.3887611743830601,1.4899483972947474
0,1.2804713028691568,5.04,1.01,7.46,1.37,s11,1.1753598705315542,1.2740477066400953,1.2437619037006051,1.32755843310861,1.1751645155677455,1.1759035204179131,0.2363270007598759,1.1556178317554924,1.1634589824989146,1.143093117060325,1.1542723518575264,1.1444103037705307,1.1777701422090776
0,1.5383649354447262,8.42,1.82,6.01,7.69,s11,1.4866720816221184,1.547655722793431,1.5242585864904652,1.3634484572404961,1.4993935324744445,1.5066159098277954,0.3117518875210079,1.4741287362364437,1.4838448820667995,1.4117879706516296,1.4182908988947767,1.4281463520932713,1.5145188741930502
0,1.3745441193739882,7.96,5.04,7.32,6.03,s11,1.2012281469726558,1.3243609229700697,1.3012297920399325,1.5675655922786098,1.2078040990216183,1.201375984313938,0.26408532328258083,1.1712799325670877,1.1851068207194428,1.1561930526809365,1.1868627063294563,1.1526163831610545,1.2047485447161366
0,1.2891479572058473,6.92,1.06,5.95,3.04,s11,1.2003589296435115,1.2493966663713332,1.239402141255039,1.1427945855973816,1.2132063683220484,1.2181653532107175,0.22049230247819285,1.1917206477753233,1.1971248400071945,1.1499132114096646,1.1638342557550558,1.157123658488505,1.236824632754118
0,1.7191518108824075,4.35,1.23,4.41,1.79,s11,1.6398487653736216,1.6859498446129315,1.7100057454955406,1.5354048882155378,1.6651696065721295,1.6650569964840387,0.2581424312915219,1.6157154683880939,1.6392420932603171,1.522450325604952,1.5370018206665668,1.55589996277777,1.6678976823508913
0,1.3888181057863602,8.32,3.19,6.19,6.19,s11,1.3185523464177318,1.3691909565351486,1.3684856242570378,1.3965124860910425,1.3296860688142287,1.3307443984430658,0.23610410462157194,1.299827365711363,1.3088988840712883,1.2635546487984257,1.2773026889802552,1.27403190924831,1.3498169020464408
0,1.6398909921140334,7.95,2.96,8.33,7.08,s11,1.5570478690839606,1.6510845915774968,1.6274180411110635,1.7075358879627895,1.5705472162301395,1.5640066521603804,0.44271337456978666,1.526199418480786,1.550978017964293,1.48143057069956,1.509456793305378,1.4988598756185945,1.5872334403664934
0,1.4855698475563726,5.54,2.6,6.4,5.06,s11,1.4061865403676044,1.4659256684325452,1.4781953955922202,1.7909897938604926,1.418003437704133,1.3965628518540782,0.3109132151737959,1.3827026337626944,1.3979295170239134,1.3990167171805359,1.4349010071384667,1.3993518424446032,1.3965642760022452
0,1.5018740475746508,6.0,1.05,5.12,1.0,s11,1.4348841617713095,1.47925295460246,1.4822887363414812,1.453653533394467,1.4594597170154282,1.4498336780323005,0.25856169319051414,1.426264968997788,1.433351036984123,1.3975049777123152,1.4037184304818613,1.4034611910383665,1.4686581424339153
0,1.5542267968690915,3.27,2.41,1.58,6.31,s11,1.4229917990810081,1.5404777354231665,1.522034776472852,1.4726945007023677,1.4372969664173083,1.44965476598128,0.22358608926514023,1.3923810298554677,1.4128316309138613,1.315445782145555,1.322089003543069,1.3383350144625448,1.4762663527499487
0,1.7113650496248116,6.15,1.17,6.01,6.4,s11,1.624892434648332,1.7015307630756622,1.688632340720793,1.581909994412734,1.6362195682042353,1.6393248558248041,0.5909561460920298,1.6020932623996504,1.6149643892210848,1.5322073533376384,1.5458306810244138,1.556802052318503,1.665062701328658
0,1.521894074459352,3.72,2.73,6.35,6.95,s11,1.3646646965890126,1.4727816165270906,1.4540699280163842,1.3019752093977757,1.3898898359946092,1.4060055863752239,0.3229296296687183,1.3394791895920002,1.3539505815994155,1.2737415818627968,1.288654000589549,1.2823837648735537,1.4249516897919277
0,1.3169655510490976,2.88,1.06,6.44,1.33,s11,1.247372083375749,1.274686181952053,1.279478037951347,1.3290515479704443,1.2449414309239084,1.2428398435678085,0.19889098139464378,1.2384266202763201,1.2312748841855852,1.2519879893962238,1.2612838966874018,1.2455649604727714,1.230645483759616
0,1.4408336964137023,5.01,1.72,6.14,2.53,s11,1.3415089579221173,1.3961448237329495,1.3859354196394844,1.2887547928234846,1.3626495368751623,1.368425743882752,0.3029711457538782,1.3348005883220941,1.334045966421436,1.2880172239318926,1.2990895965347042,1.292403205112826,1.3819700414156628
0,1.440564917688869,5.49,1.01,5.81,6.18,s11,1.2365522453555045,1.3218854356987215,1.330132930628058,1.151736059146442,1.2566341793358742,1.272628892159966,0.16943211536335845,1.217754931006962,1.2278205410179392,1.1583557827698274,1.1874658108354068,1.1723900658208897,1.2990408972310807
0,1.7283717561024767,2.28,7.2,1.36,2.9,s11,1.6549107219519499,1.7209198639147862,1.7023554842160822,1.7275686376494237,1.6304802057629733,1.624923210454365,0.33158276585513935,1.6128153276157828,1.6260479719364218,1.6070655218393632,1.6333176013715134,1.6215510145849201,1.629621924682941
0,1.632380036755574,4.26,1.13,4.94,6.78,s11,1.4642722508117654,1.5658073727864106,1.5604745689570447,1.3245199340151022,1.4956803763794309,1.5198961656990253,0.425656889771429,1.445194498300662,1.4543482146214104,1.356971077825143,1.3605342816094237,1.3629269489235276,1.5517014367128992
0,1.5317608981302069,2.32,2.83,2.4,1.55,s11,1.4141143220154597,1.4683308022643695,1.4879938128255659,1.3937770660988043,1.4406798965784202,1.432025918588578,0.21739920233695198,1.390484727752237,1.40742205662211,1.3341002300620701,1.362048538619503,1.363331295448059,1.4443639948920457
0,1.7318403614353892,4.58,4.96,3.83,1.0,s11,1.6590917408089965,1.7435947355367167,1.724073354378259,1.702154887128457,1.66532531055093,1.6589956710795413,0.42215975277292195,1.6297637638967908,1.6548518121167168,1.6115997027998246,1.6277009941340843,1.6198652703096315,1.6684550215979987
0,1.6026479450267277,1.83,3.78,2.33,5.01,s11,1.522164567612907,1.574021289881479,1.5770907613991478,1.4011263663499536,1.538447316583226,1.5436499157217782,0.443525105940342,1.5047968103031257,1.5145847902884233,1.4544885301057326,1.4622794022089818,1.4662980533926286,1.560545513209032
0,1.642919098505434,5.01,6.83,6.1,7.1,s11,1.4946883824687767,1.5818967384512783,1.5719210769760572,1.426326410673875,1.521194957187237,1.5132903774429667,0.28707314993472766,1.4804952015045192,1.4912613544107907,1.4143264276169436,1.4452678936224208,1.4396860790716923,1.5411513590832984
0,1.4640826399222138,5.64,6.36,5.86,1.24,s11,1.384491907172563,1.4576199722406753,1.444158002159171,1.4871736054759923,1.3903694068697345,1.3951886145109134,0.2817451588969093,1.3551253940540873,1.3664583128554755,1.3286047799967875,1.340080507516911,1.3311980854512666,1.3927267788270168
0,1.633236950087423,4.88,4.95,4.94,1.24,s11,1.4870145009461155,1.5307672124703804,1.568657096440997,1.4342347106641458,1.5029810514920832,1.4981794909847546,0.3519215139233549,1.4548380521847317,1.4605310402950398,1.406539451724245,1.4270364665320074,1.4252566196388248,1.5137200631222973
0,1.608347335382133,1.23,8.1,4.94,1.05,s11,1.5234229073962418,1.5700376073265483,1.5741953942075648,1.4771352955521921,1.5417795111200188,1.5388511442907138,0.2725924865392617,1.5137531269924893,1.5234520046918099,1.485350614959188,1.5012216126649105,1.4971551770833886,1.5557016892780684
0,1.3869937143402464,3.62,6.36,5.97,1.42,s11,1.3350477786536907,1.3612250542692892,1.3596400981544106,1.313844880408653,1.3567869453596222,1.3607038462599363,0.196249313350759,1.3362096193302873,1.3334989120548997,1.3058228205397717,1.3265028084052082,1.3030323096837524,1.3539757035094246
0,1.5624931662510506,1.47,8.12,2.09,1.24,s11,1.4552484702520516,1.6136119329335434,1.5523753221344627,1.7578334360903742,1.463233182037718,1.4444706809394163,0.3510334969659006,1.4232223806699302,1.4577116969113795,1.4572533424181247,1.4872938048661966,1.4475485856247947,1.4576378740345683
0,1.5328575616249198,1.35,7.45,1.19,1.22,s11,1.4354477991076746,1.5830182830478097,1.5293358018346659,1.7492838642119093,1.439793655013594,1.4267194478438436,0.27997408125659584,1.4088056146339984,1.4340063560524436,1.4380653247772397,1.45332481841267,1.4162585326295525,1.4413023818548516
0,1.8030557050878633,1.0,8.7,1.14,1.01,s11,1.765958535230836,1.8070297853158745,1.7897148412432413,1.8419914052977173,1.7658941009864044,1.750674645989946,0.42886227122298903,1.7508629698215623,1.7544805716812828,1.743713571474217,1.7568791660473781,1.7469901674202477,1.749498192055131
0,1.6760679935393643,4.95,2.9,3.69,4.96,s11,1.5445283602552804,1.6787415520707025,1.655194932350156,1.8309490179826247,1.5368993279231788,1.5214257490605445,0.3500750329454956,1.4962477122302955,1.5398296848555644,1.523256733186951,1.5723959151166342,1.5060647580280198,1.5249206561736104
0,1.98539754206916,7.09,7.1,7.24,6.82,s12,1.8366046312661117,1.9988375120322264,1.8889103139611754,1.9296204142084434,1.8667536185673184,1.815025839489059,1.4471699796271622,1.8815045780148365,1.9167394852517639,1.9359204698254722,1.7137849648843542,1.9160435658962784,1.838583063443302
0,1.755349608180853,6.09,7.14,5.24,6.15,s12,1.626757579538947,1.7287971027158937,1.6781491805480933,1.700029040220703,1.7018245739677829,1.6239181422480335,0.6256156314193335,1.6919669774806447,1.7098739602035353,1.6989400373542622,1.6530554664767223,1.7250060983134885,1.698010678690336
0,1.9829033671538072,7.33,7.33,7.12,7.92,s12,1.8365810414998087,1.985444008297116,1.873948176892151,1.947055190537336,1.8615773816832561,1.8039097444126488,1.4551102778042546,1.8757902747378923,1.9098327051616781,1.9231654226516177,1.78255273159726,1.9263372695380472,1.8561076704992265
0,2.001836656391534,6.86,9.0,6.15,6.22,s12,1.8240709825237031,2.0020438753988046,1.88650372658498,1.946763674958806,1.8643187345981094,1.7948444331792501,1.5582982364361069,1.8783427984251535,1.9110914431519257,1.9188793317402402,1.742259243555142,1.952349676590222,1.8681740500104675
0,1.9893998295083462,4.01,8.21,2.97,2.82,s12,1.742431542135983,1.9710897277672492,1.7654870199102763,1.955401939448521,1.7353637669226645,1.6699571060549112,1.5272663731438012,1.761753205799411,1.8112715717558165,1.8325891227485434,1.6608835544487457,1.9096574799395318,1.7985122293806475
0,2.015263061485686,6.65,7.08,6.09,6.03,s12,1.859475394636739,2.0250985123684213,1.9695967451314509,1.9467176421148542,1.954492171212336,1.924333065554305,1.606930701231958,1.970609545226016,1.9731459216302323,1.9831808538304072,1.7979060689297661,1.960891064024172,1.9033637404335026
0,1.9775060461497702,6.77,7.01,6.64,6.97,s12,1.8585191217823143,2.0036215352640934,1.9452447587623931,1.9116715955046457,1.9338999852848433,1.8974165644472532,1.3014237740871089,1.9374453635145619,1.942633941633125,1.9509715877659755,1.7690001052249684,1.9293389536644447,1.856435485432974
0,1.97073830345251,5.1,6.1,3.28,3.81,s12,1.8278529031162787,2.0042179657807404,1.8722547731070884,1.8924588267078493,1.8540168572559983,1.7943783591194604,1.4981926725539938,1.8699280096853634,1.8941849922341003,1.9099030997254989,1.7186281356722812,1.9384527462405874,1.8359097466398095
0,1.999291141380862,7.95,8.74,8.03,7.79,s12,1.8698061924756288,2.00418993498843,1.9260023889108062,1.9752717267860485,1.9098803065634096,1.8543077505425405,1.3370603931915426,1.9270579450832432,1.9433452767114128,1.9570972226274543,1.7865715191384046,1.9748755877759727,1.913026627037687
0,2.002773528652801,4.06,6.96,3.91,2.76,s12,1.7772346268545132,1.9999797778986164,1.8369784459921012,1.9371285770601938,1.802020676750245,1.7388803455528228,1.5620360807657026,1.8234999282280722,1.8649159362445964,1.8914075519450995,1.7191731540534532,1.9385246976698642,1.8320874222301482
0,2.005392986416445,7.78,5.09,7.13,7.27,s12,1.7663340897154995,1.9985768345657373,1.8219749970878985,1.94335142876578,1.7911610195896497,1.722219217445482,1.6511884843413585,1.811270851282841,1.8637592147551914,1.880151406951006,1.6750878444336044,1.936842303131865,1.8167670447006463
0,1.9872904268314775,6.86,6.9,4.88,6.04,s12,1.6569279372296144,1.9423797591706702,1.7083036401533578,1.9300353445114649,1.6619453455070508,1.5860273589440714,1.3751470313841758,1.6961718829345989,1.75187508094763,1.7711929515363636,1.594231451014715,1.8549250918834082,1.7303384299124707
0,1.7157288148734944,7.99,6.91,8.01,7.95,s12,1.4707848255813545,1.6719511489208605,1.56230139307555,1.7060038563310425,1.551282668108016,1.4671589622423808,0.7206473040265973,1.5922829261921287,1.62791147711867,1.6555547663722479,1.5596516767183637,1.6662925512734699,1.5714090248151438
0,2.019435685594358,8.15,5.19,8.27,7.85,s12,1.8557996632673879,2.003570320034573,1.9123940229479404,1.9440253194763306,1.8935494859600759,1.8484930845266483,1.6395123840618169,1.912584553822703,1.9378316014861152,1.9483973440048628,1.7534606496467378,1.964671001242376,1.8773810236196598
0,1.5795849351325142,7.08,5.95,6.19,6.29,s12,1.4800963498520612,1.5842745945657724,1.2686266062069573,1.5683275915296484,1.319102413501282,1.192346049965237,0.41632903739491445,1.325899644192985,1.3895762148428767,1.4195182416791439,1.4859376587768454,1.5396163183045664,1.4267682023764512
0,1.9710945535695092,5.04,3.05,3.79,5.96,s12,1.8486383667459148,1.9952134702235425,1.8914745527986474,1.9625051020389135,1.858634692044939,1.8133288811435735,1.289351741085878,1.8812133330578682,1.898564662049897,1.9354861152996348,1.7030435228705896,1.9273866431411975,1.8623089652633258
0,1.9712323902403064,4.86,2.87,5.05,2.94,s12,1.787702142008274,2.00376292233197,1.9207363623809517,1.8916913322002635,1.8950635643105453,1.8389919025322312,1.1632384294670768,1.9164382363010803,1.9276526548080293,1.9375929610200968,1.6879904490146167,1.9218742515783154,1.8351151191412383
